Country,City,Date,Year,Month,Day,Temp
South Africa,Capetown,01/01/1995,1995,1,1,19.33333333
South Africa,Capetown,02/01/1995,1995,1,2,19.88888889
South Africa,Capetown,03/01/1995,1995,1,3,19.38888889
South Africa,Capetown,04/01/1995,1995,1,4,20.83333333
South Africa,Capetown,05/01/1995,1995,1,5,21.44444444
South Africa,Capetown,06/01/1995,1995,1,6,20.61111111
South Africa,Capetown,07/01/1995,1995,1,7,19
South Africa,Capetown,08/01/1995,1995,1,8,19.33333333
South Africa,Capetown,09/01/1995,1995,1,9,21.66666667
South Africa,Capetown,10/01/1995,1995,1,10,23.38888889
South Africa,Capetown,11/01/1995,1995,1,11,23.27777778
South Africa,Capetown,12/01/1995,1995,1,12,20.22222222
South Africa,Capetown,13/01/1995,1995,1,13,21.22222222
South Africa,Capetown,14/01/1995,1995,1,14,21.88888889
South Africa,Capetown,15/01/1995,1995,1,15,24.94444444
South Africa,Capetown,16/01/1995,1995,1,16,22.61111111
South Africa,Capetown,17/01/1995,1995,1,17,21.83333333
South Africa,Capetown,18/01/1995,1995,1,18,19.72222222
South Africa,Capetown,19/01/1995,1995,1,19,21.38888889
South Africa,Capetown,20/01/1995,1995,1,20,22.44444444
South Africa,Capetown,21/01/1995,1995,1,21,21.66666667
South Africa,Capetown,22/01/1995,1995,1,22,20.22222222
South Africa,Capetown,23/01/1995,1995,1,23,22.88888889
South Africa,Capetown,24/01/1995,1995,1,24,20.77777778
South Africa,Capetown,25/01/1995,1995,1,25,19.5
South Africa,Capetown,26/01/1995,1995,1,26,19.83333333
South Africa,Capetown,27/01/1995,1995,1,27,19.77777778
South Africa,Capetown,28/01/1995,1995,1,28,18.77777778
South Africa,Capetown,29/01/1995,1995,1,29,18.83333333
South Africa,Capetown,30/01/1995,1995,1,30,19.33333333
South Africa,Capetown,31/01/1995,1995,1,31,19.44444444
South Africa,Capetown,01/02/1995,1995,2,1,18.83333333
South Africa,Capetown,02/02/1995,1995,2,2,21.11111111
South Africa,Capetown,03/02/1995,1995,2,3,21.66666667
South Africa,Capetown,04/02/1995,1995,2,4,24.44444444
South Africa,Capetown,05/02/1995,1995,2,5,23.88888889
South Africa,Capetown,06/02/1995,1995,2,6,21.77777778
South Africa,Capetown,07/02/1995,1995,2,7,21
South Africa,Capetown,08/02/1995,1995,2,8,21.44444444
South Africa,Capetown,09/02/1995,1995,2,9,23.83333333
South Africa,Capetown,10/02/1995,1995,2,10,21.66666667
South Africa,Capetown,11/02/1995,1995,2,11,20.22222222
South Africa,Capetown,12/02/1995,1995,2,12,21.44444444
South Africa,Capetown,13/02/1995,1995,2,13,20.33333333
South Africa,Capetown,14/02/1995,1995,2,14,20.33333333
South Africa,Capetown,15/02/1995,1995,2,15,19.44444444
South Africa,Capetown,16/02/1995,1995,2,16,20.88888889
South Africa,Capetown,17/02/1995,1995,2,17,23.61111111
South Africa,Capetown,18/02/1995,1995,2,18,20.88888889
South Africa,Capetown,19/02/1995,1995,2,19,20.44444444
South Africa,Capetown,20/02/1995,1995,2,20,18.16666667
South Africa,Capetown,21/02/1995,1995,2,21,18.83333333
South Africa,Capetown,22/02/1995,1995,2,22,20.11111111
South Africa,Capetown,23/02/1995,1995,2,23,20.61111111
South Africa,Capetown,24/02/1995,1995,2,24,22.38888889
South Africa,Capetown,25/02/1995,1995,2,25,23
South Africa,Capetown,26/02/1995,1995,2,26,21.55555556
South Africa,Capetown,27/02/1995,1995,2,27,19.55555556
South Africa,Capetown,28/02/1995,1995,2,28,20
South Africa,Capetown,01/03/1995,1995,3,1,23.16666667
South Africa,Capetown,02/03/1995,1995,3,2,23
South Africa,Capetown,03/03/1995,1995,3,3,20.77777778
South Africa,Capetown,04/03/1995,1995,3,4,19.72222222
South Africa,Capetown,05/03/1995,1995,3,5,20.22222222
South Africa,Capetown,06/03/1995,1995,3,6,20.44444444
South Africa,Capetown,07/03/1995,1995,3,7,22.94444444
South Africa,Capetown,08/03/1995,1995,3,8,19.44444444
South Africa,Capetown,09/03/1995,1995,3,9,21.83333333
South Africa,Capetown,10/03/1995,1995,3,10,23.72222222
South Africa,Capetown,11/03/1995,1995,3,11,19.16666667
South Africa,Capetown,12/03/1995,1995,3,12,18.38888889
South Africa,Capetown,13/03/1995,1995,3,13,19.94444444
South Africa,Capetown,14/03/1995,1995,3,14,22
South Africa,Capetown,15/03/1995,1995,3,15,22.88888889
South Africa,Capetown,16/03/1995,1995,3,16,22.77777778
South Africa,Capetown,17/03/1995,1995,3,17,21.05555556
South Africa,Capetown,18/03/1995,1995,3,18,17.44444444
South Africa,Capetown,19/03/1995,1995,3,19,16.88888889
South Africa,Capetown,20/03/1995,1995,3,20,18.27777778
South Africa,Capetown,21/03/1995,1995,3,21,19.5
South Africa,Capetown,22/03/1995,1995,3,22,20.5
South Africa,Capetown,23/03/1995,1995,3,23,20.11111111
South Africa,Capetown,24/03/1995,1995,3,24,21.27777778
South Africa,Capetown,25/03/1995,1995,3,25,17.55555556
South Africa,Capetown,26/03/1995,1995,3,26,17.16666667
South Africa,Capetown,27/03/1995,1995,3,27,21.05555556
South Africa,Capetown,28/03/1995,1995,3,28,19.22222222
South Africa,Capetown,29/03/1995,1995,3,29,16.11111111
South Africa,Capetown,30/03/1995,1995,3,30,16.94444444
South Africa,Capetown,31/03/1995,1995,3,31,16.05555556
South Africa,Capetown,01/04/1995,1995,4,1,18.83333333
South Africa,Capetown,02/04/1995,1995,4,2,17.38888889
South Africa,Capetown,03/04/1995,1995,4,3,18
South Africa,Capetown,04/04/1995,1995,4,4,17.88888889
South Africa,Capetown,05/04/1995,1995,4,5,16.38888889
South Africa,Capetown,06/04/1995,1995,4,6,18.61111111
South Africa,Capetown,07/04/1995,1995,4,7,17.44444444
South Africa,Capetown,08/04/1995,1995,4,8,15.11111111
South Africa,Capetown,09/04/1995,1995,4,9,17
South Africa,Capetown,10/04/1995,1995,4,10,18.61111111
South Africa,Capetown,11/04/1995,1995,4,11,17
South Africa,Capetown,12/04/1995,1995,4,12,17.05555556
South Africa,Capetown,13/04/1995,1995,4,13,14.27777778
South Africa,Capetown,14/04/1995,1995,4,14,16.11111111
South Africa,Capetown,15/04/1995,1995,4,15,13.77777778
South Africa,Capetown,16/04/1995,1995,4,16,13.11111111
South Africa,Capetown,17/04/1995,1995,4,17,14
South Africa,Capetown,18/04/1995,1995,4,18,15
South Africa,Capetown,19/04/1995,1995,4,19,13.66666667
South Africa,Capetown,20/04/1995,1995,4,20,14.77777778
South Africa,Capetown,21/04/1995,1995,4,21,15.16666667
South Africa,Capetown,22/04/1995,1995,4,22,15.33333333
South Africa,Capetown,23/04/1995,1995,4,23,15
South Africa,Capetown,24/04/1995,1995,4,24,14.61111111
South Africa,Capetown,25/04/1995,1995,4,25,12.61111111
South Africa,Capetown,26/04/1995,1995,4,26,12.38888889
South Africa,Capetown,27/04/1995,1995,4,27,13.61111111
South Africa,Capetown,28/04/1995,1995,4,28,15.22222222
South Africa,Capetown,29/04/1995,1995,4,29,15.11111111
South Africa,Capetown,30/04/1995,1995,4,30,15.94444444
South Africa,Capetown,01/05/1995,1995,5,1,15.66666667
South Africa,Capetown,02/05/1995,1995,5,2,14.5
South Africa,Capetown,03/05/1995,1995,5,3,16.16666667
South Africa,Capetown,04/05/1995,1995,5,4,15.5
South Africa,Capetown,05/05/1995,1995,5,5,13.5
South Africa,Capetown,06/05/1995,1995,5,6,14.16666667
South Africa,Capetown,07/05/1995,1995,5,7,13.61111111
South Africa,Capetown,08/05/1995,1995,5,8,15.22222222
South Africa,Capetown,09/05/1995,1995,5,9,14.83333333
South Africa,Capetown,10/05/1995,1995,5,10,13
South Africa,Capetown,11/05/1995,1995,5,11,14.55555556
South Africa,Capetown,12/05/1995,1995,5,12,15.72222222
South Africa,Capetown,13/05/1995,1995,5,13,14.27777778
South Africa,Capetown,14/05/1995,1995,5,14,17.55555556
South Africa,Capetown,15/05/1995,1995,5,15,17.72222222
South Africa,Capetown,16/05/1995,1995,5,16,15.88888889
South Africa,Capetown,17/05/1995,1995,5,17,15.55555556
South Africa,Capetown,18/05/1995,1995,5,18,15.5
South Africa,Capetown,19/05/1995,1995,5,19,19.5
South Africa,Capetown,20/05/1995,1995,5,20,14.61111111
South Africa,Capetown,21/05/1995,1995,5,21,10.72222222
South Africa,Capetown,22/05/1995,1995,5,22,10.61111111
South Africa,Capetown,23/05/1995,1995,5,23,13.27777778
South Africa,Capetown,24/05/1995,1995,5,24,14.83333333
South Africa,Capetown,25/05/1995,1995,5,25,13.55555556
South Africa,Capetown,26/05/1995,1995,5,26,14.55555556
South Africa,Capetown,27/05/1995,1995,5,27,15.88888889
South Africa,Capetown,28/05/1995,1995,5,28,17.5
South Africa,Capetown,29/05/1995,1995,5,29,16.66666667
South Africa,Capetown,30/05/1995,1995,5,30,14.05555556
South Africa,Capetown,31/05/1995,1995,5,31,10.38888889
South Africa,Capetown,01/06/1995,1995,6,1,10
South Africa,Capetown,02/06/1995,1995,6,2,11.27777778
South Africa,Capetown,03/06/1995,1995,6,3,16.05555556
South Africa,Capetown,04/06/1995,1995,6,4,13.11111111
South Africa,Capetown,05/06/1995,1995,6,5,9.388888889
South Africa,Capetown,06/06/1995,1995,6,6,10.77777778
South Africa,Capetown,07/06/1995,1995,6,7,12.11111111
South Africa,Capetown,08/06/1995,1995,6,8,14.61111111
South Africa,Capetown,09/06/1995,1995,6,9,14.33333333
South Africa,Capetown,10/06/1995,1995,6,10,13.61111111
South Africa,Capetown,11/06/1995,1995,6,11,11.72222222
South Africa,Capetown,12/06/1995,1995,6,12,10.38888889
South Africa,Capetown,13/06/1995,1995,6,13,13
South Africa,Capetown,14/06/1995,1995,6,14,12
South Africa,Capetown,15/06/1995,1995,6,15,12.11111111
South Africa,Capetown,16/06/1995,1995,6,16,12.27777778
South Africa,Capetown,17/06/1995,1995,6,17,11.94444444
South Africa,Capetown,18/06/1995,1995,6,18,12.16666667
South Africa,Capetown,19/06/1995,1995,6,19,12.94444444
South Africa,Capetown,20/06/1995,1995,6,20,13.66666667
South Africa,Capetown,21/06/1995,1995,6,21,12.05555556
South Africa,Capetown,22/06/1995,1995,6,22,13.66666667
South Africa,Capetown,23/06/1995,1995,6,23,12.11111111
South Africa,Capetown,24/06/1995,1995,6,24,11.94444444
South Africa,Capetown,25/06/1995,1995,6,25,11.88888889
South Africa,Capetown,26/06/1995,1995,6,26,13.66666667
South Africa,Capetown,27/06/1995,1995,6,27,13
South Africa,Capetown,28/06/1995,1995,6,28,13.55555556
South Africa,Capetown,29/06/1995,1995,6,29,13.61111111
South Africa,Capetown,30/06/1995,1995,6,30,12.83333333
South Africa,Capetown,01/07/1995,1995,7,1,12.16666667
South Africa,Capetown,02/07/1995,1995,7,2,11.16666667
South Africa,Capetown,03/07/1995,1995,7,3,11.05555556
South Africa,Capetown,04/07/1995,1995,7,4,10.33333333
South Africa,Capetown,05/07/1995,1995,7,5,10.16666667
South Africa,Capetown,06/07/1995,1995,7,6,10.38888889
South Africa,Capetown,07/07/1995,1995,7,7,11.83333333
South Africa,Capetown,08/07/1995,1995,7,8,11.72222222
South Africa,Capetown,09/07/1995,1995,7,9,13.72222222
South Africa,Capetown,10/07/1995,1995,7,10,12.11111111
South Africa,Capetown,11/07/1995,1995,7,11,10.27777778
South Africa,Capetown,12/07/1995,1995,7,12,10
South Africa,Capetown,13/07/1995,1995,7,13,8.333333333
South Africa,Capetown,14/07/1995,1995,7,14,10.38888889
South Africa,Capetown,15/07/1995,1995,7,15,12.61111111
South Africa,Capetown,16/07/1995,1995,7,16,12.72222222
South Africa,Capetown,17/07/1995,1995,7,17,9.166666667
South Africa,Capetown,18/07/1995,1995,7,18,8.055555556
South Africa,Capetown,19/07/1995,1995,7,19,9.888888889
South Africa,Capetown,20/07/1995,1995,7,20,11.55555556
South Africa,Capetown,21/07/1995,1995,7,21,10.5
South Africa,Capetown,22/07/1995,1995,7,22,7.555555556
South Africa,Capetown,23/07/1995,1995,7,23,8.388888889
South Africa,Capetown,24/07/1995,1995,7,24,9.388888889
South Africa,Capetown,25/07/1995,1995,7,25,9.555555556
South Africa,Capetown,26/07/1995,1995,7,26,11.22222222
South Africa,Capetown,27/07/1995,1995,7,27,10.77777778
South Africa,Capetown,28/07/1995,1995,7,28,11.83333333
South Africa,Capetown,29/07/1995,1995,7,29,13.38888889
South Africa,Capetown,30/07/1995,1995,7,30,12.83333333
South Africa,Capetown,31/07/1995,1995,7,31,13.72222222
South Africa,Capetown,01/08/1995,1995,8,1,13.38888889
South Africa,Capetown,02/08/1995,1995,8,2,12.16666667
South Africa,Capetown,03/08/1995,1995,8,3,13.22222222
South Africa,Capetown,04/08/1995,1995,8,4,12.5
South Africa,Capetown,05/08/1995,1995,8,5,9.388888889
South Africa,Capetown,06/08/1995,1995,8,6,10.61111111
South Africa,Capetown,07/08/1995,1995,8,7,12.61111111
South Africa,Capetown,08/08/1995,1995,8,8,12.27777778
South Africa,Capetown,09/08/1995,1995,8,9,12.33333333
South Africa,Capetown,10/08/1995,1995,8,10,11.5
South Africa,Capetown,11/08/1995,1995,8,11,11.61111111
South Africa,Capetown,12/08/1995,1995,8,12,12.83333333
South Africa,Capetown,13/08/1995,1995,8,13,14.61111111
South Africa,Capetown,14/08/1995,1995,8,14,13.77777778
South Africa,Capetown,15/08/1995,1995,8,15,16.22222222
South Africa,Capetown,16/08/1995,1995,8,16,17.16666667
South Africa,Capetown,17/08/1995,1995,8,17,13.77777778
South Africa,Capetown,18/08/1995,1995,8,18,12.94444444
South Africa,Capetown,19/08/1995,1995,8,19,12.33333333
South Africa,Capetown,20/08/1995,1995,8,20,12.5
South Africa,Capetown,21/08/1995,1995,8,21,10.72222222
South Africa,Capetown,22/08/1995,1995,8,22,10.27777778
South Africa,Capetown,23/08/1995,1995,8,23,8.666666667
South Africa,Capetown,24/08/1995,1995,8,24,10.88888889
South Africa,Capetown,25/08/1995,1995,8,25,11.61111111
South Africa,Capetown,26/08/1995,1995,8,26,11.72222222
South Africa,Capetown,27/08/1995,1995,8,27,11.27777778
South Africa,Capetown,28/08/1995,1995,8,28,10.33333333
South Africa,Capetown,29/08/1995,1995,8,29,12.38888889
South Africa,Capetown,30/08/1995,1995,8,30,11.55555556
South Africa,Capetown,31/08/1995,1995,8,31,11.66666667
South Africa,Capetown,01/09/1995,1995,9,1,13.38888889
South Africa,Capetown,02/09/1995,1995,9,2,12.27777778
South Africa,Capetown,03/09/1995,1995,9,3,12.38888889
South Africa,Capetown,04/09/1995,1995,9,4,13.33333333
South Africa,Capetown,05/09/1995,1995,9,5,12.22222222
South Africa,Capetown,06/09/1995,1995,9,6,14
South Africa,Capetown,07/09/1995,1995,9,7,13.83333333
South Africa,Capetown,08/09/1995,1995,9,8,13.05555556
South Africa,Capetown,09/09/1995,1995,9,9,14.33333333
South Africa,Capetown,10/09/1995,1995,9,10,13.33333333
South Africa,Capetown,11/09/1995,1995,9,11,13.72222222
South Africa,Capetown,12/09/1995,1995,9,12,14.5
South Africa,Capetown,13/09/1995,1995,9,13,15.27777778
South Africa,Capetown,14/09/1995,1995,9,14,17.22222222
South Africa,Capetown,15/09/1995,1995,9,15,15.5
South Africa,Capetown,16/09/1995,1995,9,16,16.33333333
South Africa,Capetown,17/09/1995,1995,9,17,14.38888889
South Africa,Capetown,18/09/1995,1995,9,18,14.27777778
South Africa,Capetown,19/09/1995,1995,9,19,14.16666667
South Africa,Capetown,20/09/1995,1995,9,20,14.11111111
South Africa,Capetown,21/09/1995,1995,9,21,17.88888889
South Africa,Capetown,22/09/1995,1995,9,22,18.38888889
South Africa,Capetown,23/09/1995,1995,9,23,14.72222222
South Africa,Capetown,24/09/1995,1995,9,24,14.83333333
South Africa,Capetown,25/09/1995,1995,9,25,14.66666667
South Africa,Capetown,26/09/1995,1995,9,26,14.27777778
South Africa,Capetown,27/09/1995,1995,9,27,13.44444444
South Africa,Capetown,28/09/1995,1995,9,28,12.5
South Africa,Capetown,29/09/1995,1995,9,29,13.27777778
South Africa,Capetown,30/09/1995,1995,9,30,13.83333333
South Africa,Capetown,01/10/1995,1995,10,1,15.27777778
South Africa,Capetown,02/10/1995,1995,10,2,15.33333333
South Africa,Capetown,03/10/1995,1995,10,3,14.83333333
South Africa,Capetown,04/10/1995,1995,10,4,14.22222222
South Africa,Capetown,05/10/1995,1995,10,5,13.05555556
South Africa,Capetown,06/10/1995,1995,10,6,13.83333333
South Africa,Capetown,07/10/1995,1995,10,7,13.66666667
South Africa,Capetown,08/10/1995,1995,10,8,13.16666667
South Africa,Capetown,09/10/1995,1995,10,9,14.16666667
South Africa,Capetown,10/10/1995,1995,10,10,15.22222222
South Africa,Capetown,11/10/1995,1995,10,11,14.16666667
South Africa,Capetown,12/10/1995,1995,10,12,12.66666667
South Africa,Capetown,13/10/1995,1995,10,13,12.66666667
South Africa,Capetown,14/10/1995,1995,10,14,13.44444444
South Africa,Capetown,15/10/1995,1995,10,15,18.38888889
South Africa,Capetown,16/10/1995,1995,10,16,16.33333333
South Africa,Capetown,17/10/1995,1995,10,17,15.05555556
South Africa,Capetown,18/10/1995,1995,10,18,14.05555556
South Africa,Capetown,19/10/1995,1995,10,19,15.16666667
South Africa,Capetown,20/10/1995,1995,10,20,14.77777778
South Africa,Capetown,21/10/1995,1995,10,21,14.33333333
South Africa,Capetown,22/10/1995,1995,10,22,13.16666667
South Africa,Capetown,23/10/1995,1995,10,23,15.44444444
South Africa,Capetown,24/10/1995,1995,10,24,13.83333333
South Africa,Capetown,25/10/1995,1995,10,25,11.66666667
South Africa,Capetown,26/10/1995,1995,10,26,12.38888889
South Africa,Capetown,27/10/1995,1995,10,27,15.05555556
South Africa,Capetown,28/10/1995,1995,10,28,17.22222222
South Africa,Capetown,29/10/1995,1995,10,29,19
South Africa,Capetown,30/10/1995,1995,10,30,21.22222222
South Africa,Capetown,31/10/1995,1995,10,31,22.72222222
South Africa,Capetown,01/11/1995,1995,11,1,17.83333333
South Africa,Capetown,02/11/1995,1995,11,2,16.16666667
South Africa,Capetown,03/11/1995,1995,11,3,15.22222222
South Africa,Capetown,04/11/1995,1995,11,4,13.83333333
South Africa,Capetown,05/11/1995,1995,11,5,16.61111111
South Africa,Capetown,06/11/1995,1995,11,6,18.33333333
South Africa,Capetown,07/11/1995,1995,11,7,17.55555556
South Africa,Capetown,08/11/1995,1995,11,8,16.77777778
South Africa,Capetown,09/11/1995,1995,11,9,18.94444444
South Africa,Capetown,10/11/1995,1995,11,10,17.66666667
South Africa,Capetown,11/11/1995,1995,11,11,17.22222222
South Africa,Capetown,12/11/1995,1995,11,12,18.11111111
South Africa,Capetown,13/11/1995,1995,11,13,18.55555556
South Africa,Capetown,14/11/1995,1995,11,14,18.88888889
South Africa,Capetown,15/11/1995,1995,11,15,20.16666667
South Africa,Capetown,16/11/1995,1995,11,16,17.22222222
South Africa,Capetown,17/11/1995,1995,11,17,19.61111111
South Africa,Capetown,18/11/1995,1995,11,18,21.83333333
South Africa,Capetown,19/11/1995,1995,11,19,22.16666667
South Africa,Capetown,20/11/1995,1995,11,20,22.5
South Africa,Capetown,21/11/1995,1995,11,21,21.77777778
South Africa,Capetown,22/11/1995,1995,11,22,20.66666667
South Africa,Capetown,23/11/1995,1995,11,23,16.72222222
South Africa,Capetown,24/11/1995,1995,11,24,16.61111111
South Africa,Capetown,25/11/1995,1995,11,25,17
South Africa,Capetown,26/11/1995,1995,11,26,18.5
South Africa,Capetown,27/11/1995,1995,11,27,20.61111111
South Africa,Capetown,28/11/1995,1995,11,28,18.94444444
South Africa,Capetown,29/11/1995,1995,11,29,14.05555556
South Africa,Capetown,30/11/1995,1995,11,30,15
South Africa,Capetown,01/12/1995,1995,12,1,17.66666667
South Africa,Capetown,02/12/1995,1995,12,2,18.94444444
South Africa,Capetown,03/12/1995,1995,12,3,22.05555556
South Africa,Capetown,04/12/1995,1995,12,4,20.05555556
South Africa,Capetown,05/12/1995,1995,12,5,21.22222222
South Africa,Capetown,06/12/1995,1995,12,6,20.44444444
South Africa,Capetown,07/12/1995,1995,12,7,20.66666667
South Africa,Capetown,08/12/1995,1995,12,8,22.27777778
South Africa,Capetown,09/12/1995,1995,12,9,20.72222222
South Africa,Capetown,10/12/1995,1995,12,10,20.16666667
South Africa,Capetown,11/12/1995,1995,12,11,24.05555556
South Africa,Capetown,12/12/1995,1995,12,12,23.66666667
South Africa,Capetown,13/12/1995,1995,12,13,23.72222222
South Africa,Capetown,14/12/1995,1995,12,14,19.77777778
South Africa,Capetown,15/12/1995,1995,12,15,18.55555556
South Africa,Capetown,16/12/1995,1995,12,16,20.55555556
South Africa,Capetown,17/12/1995,1995,12,17,20.66666667
South Africa,Capetown,18/12/1995,1995,12,18,17.27777778
South Africa,Capetown,19/12/1995,1995,12,19,18.27777778
South Africa,Capetown,20/12/1995,1995,12,20,19.83333333
South Africa,Capetown,21/12/1995,1995,12,21,21.33333333
South Africa,Capetown,22/12/1995,1995,12,22,21.88888889
South Africa,Capetown,23/12/1995,1995,12,23,18.38888889
South Africa,Capetown,24/12/1995,1995,12,24,17.5
South Africa,Capetown,25/12/1995,1995,12,25,17.94444444
South Africa,Capetown,26/12/1995,1995,12,26,19.22222222
South Africa,Capetown,27/12/1995,1995,12,27,20.22222222
South Africa,Capetown,28/12/1995,1995,12,28,21.27777778
South Africa,Capetown,29/12/1995,1995,12,29,20.55555556
South Africa,Capetown,30/12/1995,1995,12,30,21.94444444
South Africa,Capetown,31/12/1995,1995,12,31,21.88888889
South Africa,Capetown,01/01/1996,1996,1,1,21.11111111
South Africa,Capetown,02/01/1996,1996,1,2,22.38888889
South Africa,Capetown,03/01/1996,1996,1,3,22.88888889
South Africa,Capetown,04/01/1996,1996,1,4,21.22222222
South Africa,Capetown,05/01/1996,1996,1,5,20.16666667
South Africa,Capetown,06/01/1996,1996,1,6,20.61111111
South Africa,Capetown,07/01/1996,1996,1,7,19.33333333
South Africa,Capetown,08/01/1996,1996,1,8,20.11111111
South Africa,Capetown,09/01/1996,1996,1,9,19.33333333
South Africa,Capetown,10/01/1996,1996,1,10,19.11111111
South Africa,Capetown,11/01/1996,1996,1,11,19.83333333
South Africa,Capetown,12/01/1996,1996,1,12,21.33333333
South Africa,Capetown,13/01/1996,1996,1,13,22.94444444
South Africa,Capetown,14/01/1996,1996,1,14,22.22222222
South Africa,Capetown,15/01/1996,1996,1,15,21.27777778
South Africa,Capetown,16/01/1996,1996,1,16,23.55555556
South Africa,Capetown,17/01/1996,1996,1,17,22.44444444
South Africa,Capetown,18/01/1996,1996,1,18,23.94444444
South Africa,Capetown,19/01/1996,1996,1,19,24.33333333
South Africa,Capetown,20/01/1996,1996,1,20,24.72222222
South Africa,Capetown,21/01/1996,1996,1,21,22.33333333
South Africa,Capetown,22/01/1996,1996,1,22,19.55555556
South Africa,Capetown,23/01/1996,1996,1,23,19.05555556
South Africa,Capetown,24/01/1996,1996,1,24,19.16666667
South Africa,Capetown,25/01/1996,1996,1,25,20.11111111
South Africa,Capetown,26/01/1996,1996,1,26,19.77777778
South Africa,Capetown,27/01/1996,1996,1,27,22.66666667
South Africa,Capetown,28/01/1996,1996,1,28,23.77777778
South Africa,Capetown,29/01/1996,1996,1,29,20.44444444
South Africa,Capetown,30/01/1996,1996,1,30,21.22222222
South Africa,Capetown,31/01/1996,1996,1,31,20.94444444
South Africa,Capetown,01/02/1996,1996,2,1,22.16666667
South Africa,Capetown,02/02/1996,1996,2,2,20.83333333
South Africa,Capetown,03/02/1996,1996,2,3,20.11111111
South Africa,Capetown,04/02/1996,1996,2,4,21.38888889
South Africa,Capetown,05/02/1996,1996,2,5,22.83333333
South Africa,Capetown,06/02/1996,1996,2,6,21.83333333
South Africa,Capetown,07/02/1996,1996,2,7,21.83333333
South Africa,Capetown,08/02/1996,1996,2,8,21.38888889
South Africa,Capetown,09/02/1996,1996,2,9,21
South Africa,Capetown,10/02/1996,1996,2,10,21
South Africa,Capetown,11/02/1996,1996,2,11,21.88888889
South Africa,Capetown,12/02/1996,1996,2,12,19.44444444
South Africa,Capetown,13/02/1996,1996,2,13,16.33333333
South Africa,Capetown,14/02/1996,1996,2,14,17.44444444
South Africa,Capetown,15/02/1996,1996,2,15,20.55555556
South Africa,Capetown,16/02/1996,1996,2,16,20.83333333
South Africa,Capetown,17/02/1996,1996,2,17,23.33333333
South Africa,Capetown,18/02/1996,1996,2,18,23.5
South Africa,Capetown,19/02/1996,1996,2,19,19.11111111
South Africa,Capetown,20/02/1996,1996,2,20,19.55555556
South Africa,Capetown,21/02/1996,1996,2,21,18.33333333
South Africa,Capetown,22/02/1996,1996,2,22,16.38888889
South Africa,Capetown,23/02/1996,1996,2,23,15.38888889
South Africa,Capetown,24/02/1996,1996,2,24,17.72222222
South Africa,Capetown,25/02/1996,1996,2,25,20.77777778
South Africa,Capetown,26/02/1996,1996,2,26,23.5
South Africa,Capetown,27/02/1996,1996,2,27,22.27777778
South Africa,Capetown,28/02/1996,1996,2,28,20.94444444
South Africa,Capetown,29/02/1996,1996,2,29,18.55555556
South Africa,Capetown,01/03/1996,1996,3,1,18.72222222
South Africa,Capetown,02/03/1996,1996,3,2,19.05555556
South Africa,Capetown,03/03/1996,1996,3,3,18.94444444
South Africa,Capetown,04/03/1996,1996,3,4,19.22222222
South Africa,Capetown,05/03/1996,1996,3,5,18.94444444
South Africa,Capetown,06/03/1996,1996,3,6,17.83333333
South Africa,Capetown,07/03/1996,1996,3,7,17.22222222
South Africa,Capetown,08/03/1996,1996,3,8,17.61111111
South Africa,Capetown,09/03/1996,1996,3,9,17.72222222
South Africa,Capetown,10/03/1996,1996,3,10,18.05555556
South Africa,Capetown,11/03/1996,1996,3,11,17.66666667
South Africa,Capetown,12/03/1996,1996,3,12,15.5
South Africa,Capetown,13/03/1996,1996,3,13,16.66666667
South Africa,Capetown,14/03/1996,1996,3,14,19.16666667
South Africa,Capetown,15/03/1996,1996,3,15,20.5
South Africa,Capetown,16/03/1996,1996,3,16,17.77777778
South Africa,Capetown,17/03/1996,1996,3,17,17.33333333
South Africa,Capetown,18/03/1996,1996,3,18,17.11111111
South Africa,Capetown,19/03/1996,1996,3,19,20.61111111
South Africa,Capetown,20/03/1996,1996,3,20,21.72222222
South Africa,Capetown,21/03/1996,1996,3,21,18.44444444
South Africa,Capetown,22/03/1996,1996,3,22,20.27777778
South Africa,Capetown,23/03/1996,1996,3,23,18.88888889
South Africa,Capetown,24/03/1996,1996,3,24,17.38888889
South Africa,Capetown,25/03/1996,1996,3,25,16.94444444
South Africa,Capetown,26/03/1996,1996,3,26,17.94444444
South Africa,Capetown,27/03/1996,1996,3,27,16.72222222
South Africa,Capetown,28/03/1996,1996,3,28,18.05555556
South Africa,Capetown,29/03/1996,1996,3,29,18.66666667
South Africa,Capetown,30/03/1996,1996,3,30,18.72222222
South Africa,Capetown,31/03/1996,1996,3,31,20.27777778
South Africa,Capetown,01/04/1996,1996,4,1,19.11111111
South Africa,Capetown,02/04/1996,1996,4,2,20.11111111
South Africa,Capetown,03/04/1996,1996,4,3,19.83333333
South Africa,Capetown,04/04/1996,1996,4,4,21.83333333
South Africa,Capetown,05/04/1996,1996,4,5,23
South Africa,Capetown,06/04/1996,1996,4,6,18.66666667
South Africa,Capetown,07/04/1996,1996,4,7,17.38888889
South Africa,Capetown,08/04/1996,1996,4,8,16.16666667
South Africa,Capetown,09/04/1996,1996,4,9,15.05555556
South Africa,Capetown,10/04/1996,1996,4,10,17.33333333
South Africa,Capetown,11/04/1996,1996,4,11,18.72222222
South Africa,Capetown,12/04/1996,1996,4,12,19.22222222
South Africa,Capetown,13/04/1996,1996,4,13,14.94444444
South Africa,Capetown,14/04/1996,1996,4,14,17.05555556
